text,created_at,Unique Identifier
The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump. Big stuff. Deep State. Give this information NOW! @FoxNews,11/30/2017,105
The only people who donƒ??t like the Tax Cut Bill are the people that donƒ??t understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans!,11/30/2017,105
"ƒ??Had the information (Crooked Hillaryƒ??s emails) been released there would have been harm to National Security....""Charles McCulloughFmr Intel Comm Inspector General https://t.co/b0tLW5TVhX",11/30/2017,105
Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!,11/30/2017,105
The Failing @nytimes the pipe organ for the Democrat Party has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!,11/30/2017,105
The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends,11/30/2017,105
The Chinese Envoy who just returned from North Korea seems to have had no impact on Little Rocket Man. Hard to believe his people and the military put up with living in such horrible conditions. Russia and China condemned the launch.,11/30/2017,105
Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,11/30/2017,105
The Dow just broke 24000 for the first time (another all-time Record). If the Dems had won the Presidential Election the Market would be down 50% from these levels and Consumer Confidence which is also at an all-time high would be ƒ??low and glum!ƒ?,11/30/2017,105
Thank you @SenOrrinHatch. Letƒ??s continue MAKING AMERICA GREAT AGAIN! https://t.co/PIv9OAVZcf https://t.co/6egRvuwj1l,11/30/2017,105
Today it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.During the Crown Princeƒ??s visit he is advancing $9 BILLION in commercial deals including finalizing the purchase of F-16ƒ??s... https://t.co/vYuw7UGYmN,11/30/2017,105
Our FIFTH 1K milestone of 2017!#DOW24K #MAGA https://t.co/NoVt1uFp0y,11/30/2017,105
Today is a day that Iƒ??ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak about many times before. Now as President of the United States it is my tremendous honor to finally wish America and the world a very MERRY CHRISTMAS! https://t.co/cTvdlUkfHV,12/1/2017,106
The Christmas Story begins 2000 years ago with a mother a father their baby son and the most extraordinary gift of allƒ??the gift of Godƒ??s love for all of humanity.Whatever our beliefs we know that the birth of Jesus Christ and the story of his life... https://t.co/P94C3LjWlx,12/1/2017,106
A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,12/1/2017,106
The Kate Steinle killer came back and back over the weakly protected Obama border always committing crimes and being violent and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!,12/1/2017,106
The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.,12/1/2017,106
Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!,12/1/2017,106
RT @WhiteHouse: President Trump proclaims today as #WorldAIDSDay: https://t.co/AMqW8mWiak https://t.co/XGp8EelNzz,12/1/2017,106
The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! Heƒ??s not leaving and while we disagree on certain subjects (I call the final shots) we work well together and America is highly respected again!https://t.co/FrqiPLFJ1E,12/1/2017,106
Economists on the TAX CUTS and JOBS ACT:ƒ??The enactment of a comprehensive overhaul - complete with a lower corporate tax rate - will IGNITE our ECONOMY with levels of GROWTH not SEEN IN GENERATIONS...ƒ? https://t.co/2vCBDtLh3C,12/1/2017,106
We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to @SenateMajLdr Mitch McConnell and Chairman @SenOrrinHatch for shepherding our bill through the Senate. Look forward to signing a final bill before Christmas! https://t.co/gmWTny3SfS,12/2/2017,106
Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for final passage. Thank you to House and Senate Republicans for your hard work and commitment!,12/2/2017,106
I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!,12/2/2017,106
62 years ago this week a brave seamstress in Montgomery Alabama uttered one word that changed history... https://t.co/eOvCBcMIKX,12/2/2017,106
Great job First Lady Melania! https://t.co/TRuvaftPcD,12/3/2017,106
So General Flynn lies to the FBI and his life is destroyed while Crooked Hillary Clinton on that now famous FBI holiday ƒ??interrogationƒ? with no swearing in and no recording lies many times...and nothing happens to her? Rigged system or just a double standard?,12/3/2017,106
Many people in our Country are asking what the ƒ??Justiceƒ? Department is going to do about the fact that totally Crooked Hillary AFTER receiving a subpoena from the United States Congress deleted and ƒ??acid washedƒ? 33000 Emails? No justice!,12/3/2017,106
Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia Russia Russia Witch Hunt. More Networks and ƒ??papersƒ? should do the same with their Fake News!,12/3/2017,106
I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!,12/3/2017,106
RT @PressSec: The Trump effect: ƒ??The U.S. economy is running at its full potential for the first time in a decadeƒ? -WSJhttps://t.co/ee5N0zƒ??,12/3/2017,106
RT @GovChristie: .@POTUS has done more to combat the addiction crisis than any other President. https://t.co/EfjJVrE29G,12/3/2017,106
RT @paulsperry_: BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump &amp; praisingƒ??,12/3/2017,106
RT @paulsperry_: Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infeƒ??,12/3/2017,106
Such a total miscarriage of Justice in San Francisco! https://t.co/MSIkBCKF3t,12/3/2017,106
Tainted (no very dishonest?) FBI ƒ??agentƒ??s role in Clinton probe under review.ƒ? Led Clinton Email probe. @foxandfriends  Clinton money going to wife of another FBI agent in charge.,12/3/2017,106
After years of Comey with the phony and dishonest Clinton investigation (and more) running the FBI its reputation is in Tatters - worst in History! But fear not we will bring it back to greatness.,12/3/2017,106
People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended) should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!,12/3/2017,106
Report: ƒ??ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBEƒ?  Now it all starts to make sense!,12/3/2017,106
Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama. We need his vote on stopping crime illegal immigration Border Wall Military Pro Life V.A. Judges 2nd Amendment and more. No to Jones a Pelosi/Schumer Puppet!,12/4/2017,107
Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes tough on crime strong on military and borders...&amp; so much more. Look at your 401-kƒ??s since Election. Highest Stock Market EVER! Jobs are roaring back!,12/4/2017,107
With the great vote on Cutting Taxes this could be a big day for the Stock Market - and YOU!,12/4/2017,107
A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!,12/4/2017,107
Yesterday I was thrilled to be with so many WONDERFUL friends in Utahƒ??s MAGNIFICENT Capitol.It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante...https://t.co/jiTHcPovCi https://t.co/dIpdAUVoRB,12/5/2017,107
Join me this Friday in Pensacola Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL,12/5/2017,107
RT @Scavino45: Time lapse video of the border wall prototypes when they were being built in San Diego. Next phase underway: testing and evƒ??,12/6/2017,107
MAKE AMERICA GREAT AGAIN!,12/6/2017,107
Our thoughts and prayers are with everyone in the path of Californiaƒ??s wildfires. I encourage everyone to heed the advice and orders of local and state officials. THANK YOU to all First Responders for your incredible work! https://t.co/g9y9PkB352,12/6/2017,107
Join me live from the @WhiteHouse via #Periscopehttps://t.co/wLXKoISSTG,12/6/2017,107
I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem... https://t.co/YwgWmT0O8m,12/6/2017,107
RT @ChuckGrassley: Jerusalem Embassy Act of ƒ??95 (Senate vote 93-5 &amp; I voted for it) states embassy should be in Jerusalem by 5/31/99. For 1ƒ??,12/7/2017,108
RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE,12/7/2017,108
Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,12/7/2017,108
National Pearl Harbor Remembrance Day - ƒ??A day that will live in infamy!ƒ? December 7 1941,12/7/2017,108
RT @realDonaldTrump: National Pearl Harbor Remembrance Day - ƒ??A day that will live in infamy!ƒ? December 7 1941,12/7/2017,108
